     265120.336559     3595859.124590          44.674036
     265120.336559     3598189.933569          44.674036
     265120.336559     3600520.742549          44.674036
     265120.336559     3602851.551529          41.564474
     265120.336559     3605182.360509          36.128801
     265120.336559     3607513.169489          31.489455
     265120.336559     3609843.978469          28.303623
     265120.336559     3612174.787449          24.652191
     265120.336559     3614505.596428          21.678957
     265120.336559     3616836.405408          21.500916
     265120.336559     3619167.214388          13.620314
     265120.336559     3621498.023368          -0.015935
     265120.336559     3623828.832348          -8.874810
     265120.336559     3626159.641328         -13.328940
     265120.336559     3628490.450308          -4.945721
     265120.336559     3630821.259288          12.996297
     265120.336559     3633152.068267          24.161712
     265120.336559     3635482.877247          29.550377
     265120.336559     3637813.686227          32.127479
     265120.336559     3640144.495207          34.138307
     265120.336559     3642475.304187          37.048955
     265120.336559     3644806.113167          39.219393
     265120.336559     3647136.922147          39.451936
     265120.336559     3649467.731127          40.915847
     265120.336559     3651798.540106          40.843351
     265120.336559     3654129.349086          38.879866
     265120.336559     3656460.158066          38.169082
     265120.336559     3658790.967046          37.630299
     265120.336559     3661121.776026          36.086311
     265120.336559     3663452.585006          35.107521
     265120.336559     3665783.393986          35.074997
     265120.336559     3668114.202966          35.363689
     265120.336559     3670445.011945          35.159925
     265120.336559     3672775.820925          34.056167
     265120.336559     3675106.629905          32.769881
     265120.336559     3677437.438885          31.603368
     265120.336559     3679768.247865          30.170209
     265120.336559     3682099.056845          29.339268
     265120.336559     3684429.865825          28.528949
     265120.336559     3686760.674805          27.682305
     265120.336559     3689091.483784          27.535187
     265120.336559     3691422.292764          26.742901
     265120.336559     3693753.101744          25.560656
     265120.336559     3696083.910724          25.526000
     265120.336559     3698414.719704          26.025916
     265120.336559     3700745.528684          26.422624
     265120.336559     3703076.337664          25.303454
     265120.336559     3705407.146644          22.611812
     265120.336559     3707737.955623          20.203929
     265120.336559     3710068.764603          18.358405
     265120.336559     3712399.573583          16.453633
     265120.336559     3714730.382563          14.566664
     265120.336559     3717061.191543          13.694756
     265120.336559     3719392.000523          13.719033
