24.5 32.5 -215.47356002354
24.575757575758 32.5 -218.18088521189
24.651515151515 32.5 -218.18088521189
24.727272727273 32.5 -218.18088521189
24.80303030303 32.5 -214.51442326445
24.878787878788 32.5 -210.9104370057
24.954545454545 32.5 -210.9104370057
25.030303030303 32.5 -216.4982829243
25.106060606061 32.5 -222.55734981911
25.181818181818 32.5 -227.41007042622
25.257575757576 32.5 -247.77012195231
25.333333333333 32.5 -264.93716591537
25.409090909091 32.5 -268.61575208395
25.484848484848 32.5 -267.77932515528
25.560606060606 32.5 -270.86650821696
25.636363636364 32.5 -271.96547149825
25.712121212121 32.5 -273.22636147421
25.787878787879 32.5 -274.45152154676
25.863636363636 32.5 -274.80035940936
25.939393939394 32.5 -274.71759752423
26.015151515152 32.5 -273.96349436128
26.090909090909 32.5 -271.70348674005
26.166666666667 32.5 -270.45551176258
26.242424242424 32.5 -266.68586596447
26.318181818182 32.5 -263.64109243614
26.393939393939 32.5 -255.14627475035
26.469696969697 32.5 -248.9047655673
26.545454545455 32.5 -242.64734067185
26.621212121212 32.5 -236.34203727066
26.69696969697 32.5 -231.84916521084
26.772727272727 32.5 -229.04881846031
26.848484848485 32.5 -227.08809442508
26.924242424242 32.5 -222.67985905081
27 32.5 -222.49233582953
27.075757575758 32.5 -222.38731816568
27.151515151515 32.5 -223.24179632424
27.227272727273 32.5 -226.86552243457
27.30303030303 32.5 -228.84558314685
27.378787878788 32.5 -229.07131604803
27.454545454545 32.5 -228.36669520351
27.530303030303 32.5 -225.62571872843
27.606060606061 32.5 -218.26381727741
27.681818181818 32.5 -215.56415728158
27.757575757576 32.5 -212.10534020349
27.833333333333 32.5 -209.58994010324
27.909090909091 32.5 -208.60544221398
27.984848484848 32.5 -207.29500002869
28.060606060606 32.5 -205.35202520299
28.136363636364 32.5 -204.73578298022
28.212121212121 32.5 -203.68427417102
28.287878787879 32.5 -202.95769801208
28.363636363636 32.5 -202.77570312695
28.439393939394 32.5 -200.85227354587
28.515151515152 32.5 -198.02112329425
28.590909090909 32.5 -195.33769006229
28.666666666667 32.5 -188.38250188792
28.742424242424 32.5 -186.13701575426
28.818181818182 32.5 -182.9179020181
28.893939393939 32.5 -182.16735292811
28.969696969697 32.5 -178.98874456676
29.045454545455 32.5 -172.50255566474
29.121212121212 32.5 -170.29676582012
29.19696969697 32.5 -170.47578909472
29.272727272727 32.5 -172.18715700126
29.348484848485 32.5 -171.20527548579
29.424242424242 32.5 -167.53953160076
29.5 32.5 -165.25911975657
29.575757575758 32.5 -159.43502425212
29.651515151515 32.5 -150.88633943324
29.727272727273 32.5 -142.90486434052
29.80303030303 32.5 -136.63432363676
29.878787878788 32.5 -127.840642939
29.954545454545 32.5 -116.25016674657
30.030303030303 32.5 -112.60211733541
30.106060606061 32.5 -108.85375792033
30.181818181818 32.5 -106.12230240597
30.257575757576 32.5 -99.556672263491
30.333333333333 32.5 -99.070057127187
30.409090909091 32.5 -97.249247350635
30.484848484848 32.5 -94.239289221015
30.560606060606 32.5 -93.621901428447
30.636363636364 32.5 -93.368036182125
30.712121212121 32.5 -90.310795787875
30.787878787879 32.5 -86.180031600596
30.863636363636 32.5 -78.624941491962
30.939393939394 32.5 -72.592285919436
31.015151515152 32.5 -67.152603219083
