419295.75351876,4028691.941212,-497,26.1,36.4
420790.31227877,4028678.1376992,-493,26.116666666667,36.4
422284.8690383,4028664.5922549,-483,26.133333333333,36.4
423779.42383526,4028651.3048759,-475,26.15,36.4
425273.9767073,4028638.2755588,-484,26.166666666667,36.4
426768.52769204,4028625.5043004,-495,26.183333333333,36.4
428263.07682739,4028612.9910977,-500,26.2,36.4
429757.62415099,4028600.7359474,-501,26.216666666667,36.4
431252.16970049,4028588.7388466,-505,26.233333333333,36.4
432746.71351378,4028576.9997924,-510,26.25,36.4
434241.25562852,4028565.5187818,-515,26.266666666667,36.4
435735.79608234,4028554.295812,-522,26.283333333333,36.4
437230.33491316,4028543.3308802,-532,26.3,36.4
438724.87215863,4028532.6239838,-535,26.316666666667,36.4
440219.40785638,4028522.17512,-520,26.333333333333,36.4
441713.94204434,4028511.9842864,-494,26.35,36.4
443208.47476014,4028502.0514804,-468,26.366666666667,36.4
444703.00604145,4028492.3766996,-440,26.383333333333,36.4
446197.53592616,4028482.9599415,-413,26.4,36.4
447692.06445195,4028473.8012039,-371,26.416666666667,36.4
449186.59165644,4028464.9004845,-309,26.433333333333,36.4
450681.11757758,4028456.2577812,-254,26.45,36.4
452175.64225299,4028447.8730916,-233,26.466666666667,36.4
453670.16572035,4028439.7464139,-227,26.483333333333,36.4
455164.68801757,4028431.877746,-220,26.5,36.4
456659.20918229,4028424.267086,-212,26.516666666667,36.4
458153.72925219,4028416.914432,-232,26.533333333333,36.4
459648.24826518,4028409.8197821,-250,26.55,36.4
461142.76625891,4028402.9831347,-283,26.566666666667,36.4
462637.28327105,4028396.404488,-274,26.583333333333,36.4
464131.79933951,4028390.0838405,-178,26.6,36.4
465626.31450195,4028384.0211905,-101,26.616666666667,36.4
467120.82879604,4028378.2165366,-136,26.633333333333,36.4
468615.3422597,4028372.6698773,-202,26.65,36.4
470109.85493058,4028367.3812113,-155,26.666666666667,36.4
471604.36684635,4028362.3505373,-260,26.683333333333,36.4
473098.87804493,4028357.577854,-323,26.7,36.4
474593.38856398,4028353.0631603,-346,26.716666666667,36.4
476087.89844116,4028348.806455,-362,26.733333333333,36.4
477582.40771441,4028344.8077371,-377,26.75,36.4
479076.91642138,4028341.0670056,-377,26.766666666667,36.4
480571.42459973,4028337.5842596,-372,26.783333333333,36.4
482065.93228739,4028334.3594983,-365,26.8,36.4
483560.43952203,4028331.3927207,-361,26.816666666667,36.4
485054.94634131,4028328.6839263,-360,26.833333333333,36.4
486549.45278315,4028326.2331143,-361,26.85,36.4
488043.95888522,4028324.0402841,-371,26.866666666667,36.4
