     258600.594974     3307704.626631         117.164936
     258600.594974     3318951.838200         118.216235
     258600.594974     3330199.049770         126.643074
     258600.594974     3341446.261339         120.069774
     258600.594974     3352693.472908         113.816010
     258600.594974     3363940.684478         114.169207
     258600.594974     3375187.896047         117.161005
     258600.594974     3386435.107617         118.513655
     258600.594974     3397682.319186         120.246402
     258600.594974     3408929.530755         122.237696
     258600.594974     3420176.742325         125.664097
     258600.594974     3431423.953894         129.002922
     258600.594974     3442671.165464         131.166032
     258600.594974     3453918.377033         132.182892
     258600.594974     3465165.588602         129.920051
     258600.594974     3476412.800172         128.259214
     258600.594974     3487660.011741         129.458018
     258600.594974     3498907.223311         136.023373
     258600.594974     3510154.434880         149.736224
     258600.594974     3521401.646449         158.824138
     258600.594974     3532648.858019         166.240691
     258600.594974     3543896.069588         162.445418
     258600.594974     3555143.281158         153.446027
     258600.594974     3566390.492727         136.875176
     258600.594974     3577637.704296         106.443030
     258600.594974     3588884.915866          75.644720
     258600.594974     3600132.127435          53.452963
     258600.594974     3611379.339005          33.821499
     258600.594974     3622626.550574          16.482920
     258600.594974     3633873.762143          18.897720
     258600.594974     3645120.973713          26.902945
     258600.594974     3656368.185282          31.270747
     258600.594974     3667615.396852          31.829973
     258600.594974     3678862.608421          28.845150
     258600.594974     3690109.819990          24.087198
     258600.594974     3701357.031560          17.298878
     258600.594974     3712604.243129           9.532972
     258600.594974     3723851.454699           8.259301
     258600.594974     3735098.666268           8.873170
     258600.594974     3746345.877837          19.945466
     258600.594974     3757593.089407          20.885665
     258600.594974     3768840.300976           8.017186
     258600.594974     3780087.512546           2.441550
     258600.594974     3791334.724115          16.315876
     258600.594974     3802581.935684          76.030280
     258600.594974     3813829.147254          71.432031
     258600.594974     3825076.358823          38.638595
     258600.594974     3836323.570393          60.576666
     258600.594974     3847570.781962          -0.175522
     258600.594974     3858817.993531          17.022105
     258600.594974     3870065.205101         180.815263
     258600.594974     3881312.416670         151.967101
