     265120.336455     3595859.124551         170.915041
     265120.336455     3598212.659905         171.160549
     265120.336455     3600566.195258         172.006550
     265120.336455     3602919.730612         173.408406
     265120.336455     3605273.265965         175.294255
     265120.336455     3607626.801319         177.550535
     265120.336455     3609980.336672         179.980400
     265120.336455     3612333.872026         182.300830
     265120.336455     3614687.407379         184.199162
     265120.336455     3617040.942733         185.413524
     265120.336455     3619394.478086         185.783346
     265120.336455     3621748.013440         185.249366
     265120.336455     3624101.548793         183.829755
     265120.336455     3626455.084147         181.608295
     265120.336455     3628808.619500         178.742666
     265120.336455     3631162.154854         175.474331
     265120.336455     3633515.690208         172.110464
     265120.336455     3635869.225561         168.961186
     265120.336455     3638222.760915         166.253487
     265120.336455     3640576.296268         164.073458
     265120.336455     3642929.831622         162.369917
     265120.336455     3645283.366975         161.010301
     265120.336455     3647636.902329         159.853783
     265120.336455     3649990.437682         158.804040
     265120.336455     3652343.973036         157.822025
     265120.336455     3654697.508389         156.906075
     265120.336455     3657051.043743         156.063639
     265120.336455     3659404.579096         155.295789
     265120.336455     3661758.114450         154.599305
     265120.336455     3664111.649804         153.975898
     265120.336455     3666465.185157         153.436303
     265120.336455     3668818.720511         152.995644
     265120.336455     3671172.255864         152.664244
     265120.336455     3673525.791218         152.440326
     265120.336455     3675879.326571         152.308577
     265120.336455     3678232.861925         152.243996
     265120.336455     3680586.397278         152.217509
     265120.336455     3682939.932632         152.199999
     265120.336455     3685293.467985         152.163735
     265120.336455     3687647.003339         152.082415
     265120.336455     3690000.538692         151.931451
     265120.336455     3692354.074046         151.689271
     265120.336455     3694707.609399         151.340050
     265120.336455     3697061.144753         150.878304
     265120.336455     3699414.680107         150.315132
     265120.336455     3701768.215460         149.683308
     265120.336455     3704121.750814         149.035209
     265120.336455     3706475.286167         148.428161
     265120.336455     3708828.821521         147.898623
     265120.336455     3711182.356874         147.438646
     265120.336455     3713535.892228         146.995223
     265120.336455     3715889.427581         146.503593
     265120.336455     3718242.962935         145.940187
     265120.336455     3720596.498288         145.358988
     265120.336455     3722950.033642         144.880648
     265120.336455     3725303.568995         144.637918
     265120.336455     3727657.104349         144.713974
     265120.336455     3730010.639703         145.111448
     265120.336455     3732364.175056         145.761808
     265120.336455     3734717.710410         146.562570
     265120.336455     3737071.245763         147.426218
     265120.336455     3739424.781117         148.326067
     265120.336455     3741778.316470         149.327986
     265120.336455     3744131.851824         150.597081
     265120.336455     3746485.387177         152.365080
     265120.336455     3748838.922531         154.853356
     265120.336455     3751192.457884         158.173835
     265120.336455     3753545.993238         162.257651
     265120.336455     3755899.528591         166.858711
     265120.336455     3758253.063945         171.636011
     265120.336455     3760606.599298         176.268187
     265120.336455     3762960.134652         180.535116
     265120.336455     3765313.670006         184.332042
     265120.336455     3767667.205359         187.632289
     265120.336455     3770020.740713         190.440872
